,Date,Product_ID,Product_Category,Clicks,Sales,Price,Customer_Age,Customer_Gender,Region,Click_Count,Wait_Time,Browser,Marketing
1570,2023-10-11,15,Running,8,0,198.95366602544112,55,Male,West,10,37,Chrome,1
1571,2023-04-14,33,Training,50,0,194.61873980301255,32,Male,North,12,41,Firefox,1
1572,2023-08-09,62,Training,32,1,174.37602229987382,57,Female,North,45,26,Firefox,1
1573,2024-01-16,47,Running,15,0,89.95116692036046,18,Male,North,5,45,Chrome,0
1574,2023-04-15,95,Running,38,0,53.3611394719051,28,Male,West,14,32,Chrome,0
1575,2023-07-07,35,Basketball,39,0,175.03125543242766,32,Female,West,13,37,Safari,0
1576,2023-09-16,65,Basketball,9,0,58.35803479680698,50,Male,South,7,40,Chrome,0
1577,2023-02-15,72,Running,43,0,80.84421222061556,49,Female,West,11,111,Chrome,0
1578,2023-07-22,76,Training,15,1,131.66798231701767,42,Female,North,22,10,Edge,0
1579,2023-09-27,83,Basketball,16,0,76.75670587154653,56,Female,South,8,126,Chrome,0
1580,2023-11-08,25,Running,47,1,175.0682496947963,50,Female,West,33,27,Safari,1
1581,2023-06-12,57,Running,23,1,166.57395443897434,46,Male,West,42,27,Firefox,1
1582,2023-05-12,32,Running,17,0,163.36542586058746,51,Male,West,8,41,Safari,0
1583,2024-01-07,63,Basketball,8,1,172.41914238463647,25,Female,South,38,21,Firefox,1
1584,2023-04-21,12,Running,18,1,82.95526703969182,28,Male,South,21,26,Firefox,1
1585,2024-02-04,63,Training,48,0,159.33385642246242,30,Male,East,7,90,Chrome,0
1586,2023-05-21,77,Running,6,1,103.2922253887647,22,Female,South,16,18,Chrome,1
1587,2023-11-06,92,Basketball,12,0,150.02671393525992,36,Female,North,13,64,Safari,1
1588,2023-05-28,1,Training,26,0,68.30325929467622,38,Male,North,9,30,Firefox,0
1589,2024-01-01,51,Training,17,0,155.83798700967725,20,Male,West,7,129,Chrome,0
1590,2023-06-15,70,Running,25,0,195.81615918511693,43,Female,North,10,123,Chrome,1
1591,2023-03-13,8,Running,25,0,56.540054797807436,50,Female,North,12,123,Safari,0
1592,2023-06-29,68,Training,32,1,64.07433517506271,47,Female,North,46,23,Edge,0
1593,2023-08-26,5,Running,37,0,68.54551510070209,39,Male,North,11,43,Firefox,0
1594,2023-09-26,89,Basketball,33,0,114.58458574119518,22,Male,South,11,117,Edge,1
1595,2024-01-10,86,Training,41,1,93.61702773995805,36,Female,North,23,15,Safari,1
1596,2023-08-01,92,Running,26,0,171.03802303110405,26,Male,West,14,113,Firefox,1
1597,2023-02-21,39,Training,30,0,121.06808588014424,41,Male,South,6,62,Safari,0
1598,2023-03-24,23,Running,15,1,122.68060140328286,56,Male,East,48,23,Edge,1
1599,2023-03-09,68,Running,15,1,157.55571519880306,29,Male,North,38,15,Firefox,0
1600,2023-10-31,52,Basketball,49,0,104.29534738036186,44,Female,East,7,98,Chrome,0
1601,2023-09-26,4,Running,38,0,102.98108711306952,59,Male,East,8,116,Safari,0
1602,2023-06-16,47,Running,23,1,163.53895814412206,38,Male,West,47,25,Firefox,1
1603,2023-03-22,21,Running,41,0,167.00626187551472,55,Female,East,5,70,Firefox,1
1604,2024-01-06,56,Basketball,18,0,52.15981587992293,52,Female,North,7,120,Safari,0
1605,2023-10-21,66,Running,33,0,71.56857137610996,49,Female,West,13,102,Safari,0
1606,2023-08-07,59,Running,23,1,81.96472717227196,53,Female,West,30,23,Firefox,1
1607,2023-05-13,7,Running,41,0,102.74007031368146,50,Female,South,13,58,Firefox,0
1608,2023-03-21,49,Training,25,0,93.71721251479295,34,Male,West,13,43,Firefox,1
1609,2023-12-25,16,Basketball,28,0,150.27800725824147,22,Male,East,13,124,Safari,0
1610,2023-08-07,17,Training,30,0,174.2202850704437,37,Male,North,8,36,Firefox,0
1611,2023-11-23,84,Basketball,45,0,78.81304735340362,40,Female,South,11,73,Edge,0
1612,2023-05-04,87,Basketball,16,0,134.44700909029225,56,Female,East,5,38,Edge,1
1613,2023-06-06,98,Training,23,1,105.1724376621554,21,Male,West,29,13,Edge,1
1614,2023-03-24,75,Basketball,34,1,125.86668125690927,43,Female,North,30,10,Firefox,0
1615,2023-12-10,34,Basketball,19,1,143.11367626750908,47,Female,West,30,17,Firefox,1
1616,2023-09-24,33,Training,7,0,184.03997280230166,46,Male,South,8,112,Chrome,0
1617,2023-12-27,26,Running,17,0,78.84390017409211,51,Male,South,13,82,Edge,0
1618,2024-01-27,66,Basketball,13,0,63.050988058409054,27,Male,North,9,127,Chrome,1
1619,2023-06-07,63,Training,17,0,144.08178785680286,37,Female,East,6,103,Chrome,1
1620,2023-08-17,87,Basketball,20,1,109.11962731589398,41,Male,North,22,6,Safari,1
1621,2024-01-01,41,Training,18,0,74.43540399394828,51,Female,East,6,45,Firefox,0
1622,2023-04-09,86,Running,12,1,67.56307510322671,54,Male,North,43,5,Firefox,1
1623,2023-03-24,58,Basketball,23,1,133.83646803110446,30,Male,South,24,6,Firefox,0
1624,2024-02-01,98,Running,36,1,95.07058917922933,40,Male,South,23,19,Firefox,1
1625,2023-03-24,79,Running,39,0,199.6139569378967,27,Male,West,12,130,Chrome,1
1626,2024-01-25,10,Training,27,0,110.8851228996071,39,Male,South,11,60,Chrome,0
1627,2023-10-07,15,Basketball,25,0,81.84299131477741,31,Male,West,5,87,Chrome,0
1628,2023-11-28,42,Basketball,22,0,144.32735676759165,42,Female,South,14,92,Edge,0
1629,2023-11-01,93,Basketball,18,1,86.63823345357604,35,Female,South,41,24,Firefox,0
1630,2023-09-16,57,Basketball,20,0,124.11290648467417,37,Female,West,11,115,Safari,1
1631,2023-07-09,87,Basketball,28,0,122.38642755815111,45,Female,North,9,33,Firefox,1
1632,2024-01-14,17,Training,36,0,118.03364445736058,25,Female,North,10,126,Chrome,0
1633,2023-07-30,60,Basketball,15,1,169.41285444043623,22,Female,North,30,26,Firefox,1
1634,2023-05-15,9,Running,49,0,82.49195021992759,38,Female,East,12,86,Chrome,0
1635,2024-01-31,36,Running,15,0,185.64609576057052,37,Male,East,5,60,Chrome,0
1636,2023-04-12,73,Basketball,8,0,168.70107548203015,33,Male,South,11,105,Chrome,0
1637,2023-04-12,80,Training,30,1,99.96835463649856,37,Female,South,38,9,Safari,1
1638,2023-12-13,36,Training,50,0,77.09037594202078,42,Female,South,13,83,Chrome,0
1639,2023-07-31,48,Basketball,9,0,91.93025367601119,24,Male,West,7,49,Firefox,0
1640,2023-11-08,51,Running,40,1,99.89543703636176,42,Female,East,17,18,Firefox,0
1641,2024-02-10,97,Basketball,37,0,133.539975321057,53,Female,East,8,38,Safari,1
1642,2023-03-29,95,Basketball,18,0,56.95522532204752,27,Male,North,12,77,Edge,1
1643,2024-01-23,70,Basketball,36,0,187.15386947780797,57,Male,East,11,52,Safari,0
1644,2023-08-12,74,Training,11,0,64.80122849916664,33,Female,West,12,62,Chrome,0
1645,2023-08-01,80,Training,14,1,91.89100911500523,21,Female,West,47,8,Safari,1
1646,2024-02-03,68,Running,6,0,66.39311569294499,27,Male,West,7,62,Safari,0
1647,2023-08-22,22,Running,14,0,88.50092397884902,48,Male,West,13,98,Chrome,0
1648,2023-07-17,77,Basketball,39,0,175.65107279132127,29,Female,South,13,92,Chrome,0
1649,2023-08-19,80,Running,25,0,142.27637170748636,37,Male,West,14,82,Chrome,1
1650,2023-02-19,93,Basketball,44,0,84.09848376342211,49,Female,North,14,50,Firefox,0
1651,2023-06-25,6,Running,46,0,180.76377946990064,19,Female,West,6,93,Chrome,0
1652,2023-10-05,26,Basketball,12,0,170.10680888277273,28,Male,East,12,61,Chrome,0
1653,2023-03-29,75,Training,50,0,163.04739234823708,37,Male,West,7,93,Chrome,1
1654,2023-12-23,88,Basketball,22,0,177.14490475785692,40,Female,North,13,70,Edge,0
1655,2023-10-19,93,Training,13,1,142.94745222774725,30,Male,East,41,20,Edge,0
1656,2023-03-15,3,Training,45,1,125.21560403168485,52,Female,East,43,18,Edge,1
1657,2023-03-07,52,Running,34,0,106.09025392570841,34,Male,East,6,51,Firefox,1
1658,2023-07-22,74,Running,8,0,83.56460306115476,27,Male,South,11,47,Firefox,1
1659,2024-02-10,60,Training,39,0,133.61174864703423,57,Female,East,11,129,Chrome,0
1660,2023-07-20,63,Basketball,18,1,183.42385185711325,55,Female,South,48,26,Edge,1
1661,2023-03-23,65,Basketball,18,1,139.09726834884876,31,Female,West,25,9,Edge,1
1662,2023-05-05,52,Running,41,0,187.9410292580955,36,Female,North,8,109,Safari,1
1663,2024-02-03,90,Basketball,24,0,103.53760543897454,49,Male,East,12,119,Chrome,1
1664,2023-10-28,76,Basketball,33,0,154.27069587912464,50,Female,West,10,106,Safari,1
1665,2023-09-06,14,Basketball,27,0,147.29982086939617,42,Male,South,10,125,Firefox,0
1666,2023-04-30,89,Training,25,0,150.56507660941128,42,Female,South,14,96,Chrome,1
1667,2023-02-24,72,Training,35,0,146.7563018361189,31,Male,North,9,129,Chrome,0
1668,2023-12-04,68,Basketball,36,1,83.24820124056751,55,Male,West,42,16,Edge,1
1669,2023-09-24,28,Running,45,1,71.53863474247234,53,Male,North,16,21,Firefox,0
1670,2023-02-25,71,Basketball,11,1,196.7942384348088,41,Female,North,24,21,Firefox,1
1671,2023-03-30,10,Running,17,0,56.79426932637518,58,Male,East,12,50,Firefox,0
1672,2023-07-17,57,Training,27,0,120.16047305424054,56,Female,East,5,125,Chrome,0
1673,2023-06-05,66,Basketball,12,0,113.76204757127928,56,Female,North,5,79,Safari,0
1674,2023-10-03,90,Basketball,16,0,104.00284373226143,30,Male,East,9,53,Firefox,1
1675,2023-03-01,50,Running,40,0,167.29757803650642,19,Female,West,9,90,Chrome,0
1676,2024-02-07,14,Running,20,0,161.8025432468774,51,Male,South,6,109,Chrome,1
1677,2023-09-23,16,Basketball,30,0,185.78373852949105,32,Male,South,14,130,Firefox,0
1678,2024-02-01,54,Basketball,33,1,109.32312892803833,19,Female,East,45,12,Safari,1
1679,2023-08-19,43,Running,33,0,134.62692918941895,42,Female,West,5,89,Firefox,1
1680,2024-01-22,42,Training,10,0,183.84605710131808,22,Female,East,8,122,Chrome,0
1681,2024-02-12,81,Running,41,1,199.07720942830767,51,Male,West,41,20,Firefox,1
1682,2023-07-25,22,Basketball,37,0,195.39415435480325,56,Male,South,6,79,Safari,0
1683,2024-01-04,68,Training,35,0,157.67658069031012,22,Female,West,7,86,Chrome,0
1684,2023-04-27,19,Training,50,1,71.48413367152693,25,Female,South,22,27,Safari,0
1685,2023-10-03,66,Training,45,1,53.47790176895399,31,Male,East,30,19,Firefox,1
1686,2023-09-24,39,Training,22,0,173.78275346044126,46,Female,West,6,53,Edge,0
1687,2023-12-28,73,Basketball,42,0,176.14130367377382,47,Female,East,11,39,Edge,1
1688,2023-04-13,19,Training,35,0,161.95413623952044,54,Male,North,10,98,Chrome,0
1689,2024-01-13,16,Running,20,0,91.98852289988301,21,Female,North,14,74,Edge,0
1690,2023-09-22,54,Running,44,1,145.972678939779,52,Male,East,22,16,Firefox,1
1691,2023-03-21,25,Running,41,0,97.43726627229114,24,Male,South,7,40,Safari,1
1692,2023-11-17,18,Basketball,18,1,117.59723691513871,43,Female,West,34,9,Edge,1
1693,2023-08-27,23,Training,43,1,107.36526274707657,49,Male,East,25,16,Firefox,0
1694,2024-01-30,85,Running,8,0,187.04601301850835,50,Female,South,13,127,Chrome,0
1695,2023-10-12,11,Running,34,0,85.12359961158134,41,Male,West,6,95,Chrome,0
1696,2024-01-02,39,Running,37,0,136.64163568606253,18,Male,East,12,70,Chrome,0
1697,2023-09-19,68,Training,40,1,104.14722935507888,46,Female,East,21,25,Firefox,1
1698,2023-08-23,25,Running,34,0,149.46066678713385,55,Male,South,12,77,Edge,0
1699,2023-03-01,63,Training,18,0,134.68447117662123,55,Female,West,8,77,Chrome,1
1700,2023-02-24,96,Training,27,1,188.5966522048911,38,Male,West,41,12,Chrome,1
1701,2023-08-24,30,Training,32,0,65.24182275518197,40,Female,South,6,117,Chrome,1
1702,2023-03-06,45,Basketball,11,0,83.09612596351451,22,Female,East,11,87,Chrome,0
1703,2023-06-12,90,Basketball,46,1,164.9521945746584,47,Male,South,23,21,Safari,0
1704,2023-09-10,61,Training,14,1,105.31802598422651,57,Male,South,15,13,Safari,0
1705,2023-12-15,51,Training,8,0,74.8675679343086,35,Female,East,7,101,Chrome,0
1706,2023-11-09,98,Basketball,48,0,125.49818888680817,23,Male,West,11,39,Firefox,0
1707,2023-08-23,9,Basketball,42,0,147.82130924170792,22,Female,North,12,82,Safari,0
1708,2023-08-06,76,Training,17,0,56.72400712302479,59,Female,North,8,104,Chrome,0
1709,2023-11-24,2,Basketball,25,0,93.7432834051167,35,Male,South,8,89,Chrome,0
1710,2023-09-04,5,Running,37,0,171.41338065440644,30,Female,West,14,107,Chrome,1
1711,2023-07-26,62,Training,44,1,128.03668499152914,37,Female,East,48,17,Edge,0
1712,2023-10-21,69,Training,32,0,55.306882275998,55,Male,West,5,79,Edge,0
1713,2023-09-27,52,Basketball,27,0,92.29265079120512,38,Female,South,11,54,Safari,0
1714,2023-02-19,86,Running,36,1,145.87109839691323,21,Female,West,19,7,Firefox,1
1715,2023-03-13,5,Basketball,9,1,79.90392043670371,30,Female,West,24,19,Edge,1
1716,2023-03-17,59,Running,30,0,174.10871093291215,35,Male,East,13,73,Safari,1
1717,2023-06-26,68,Running,43,0,151.48638606254963,30,Male,North,11,74,Edge,0
1718,2023-05-02,9,Training,30,1,120.70685914216897,30,Male,West,23,30,Safari,1
1719,2023-04-11,93,Running,7,0,187.34356716001773,56,Male,West,9,123,Chrome,0
1720,2023-03-10,22,Training,28,1,108.77011563869925,54,Female,North,35,12,Chrome,1
1721,2023-09-26,27,Running,38,1,85.26101158461279,52,Female,West,40,25,Firefox,0
1722,2023-11-24,10,Training,38,0,149.21044887900513,55,Female,West,14,65,Safari,1
1723,2023-02-16,80,Running,24,1,135.99427812052227,57,Female,West,23,9,Safari,1
1724,2023-05-22,61,Basketball,34,1,100.28718513968377,44,Male,North,19,12,Edge,1
1725,2023-03-23,51,Running,46,0,101.54968419859657,43,Female,South,11,47,Edge,1
1726,2023-11-10,10,Basketball,24,0,109.73154629511527,29,Female,North,11,41,Firefox,0
1727,2023-11-24,6,Running,45,1,93.6707851219054,19,Male,North,50,18,Chrome,1
1728,2023-07-19,62,Running,22,0,156.53621095413837,37,Male,South,6,40,Edge,0
1729,2023-04-28,5,Training,42,0,147.7037607576808,52,Female,East,6,55,Safari,1
1730,2023-11-27,70,Running,24,1,116.1166478819589,27,Female,North,22,27,Safari,1
1731,2023-06-22,63,Running,10,1,109.67820136688557,25,Female,West,50,11,Edge,1
1732,2023-08-06,56,Running,46,0,104.75769040395576,57,Female,East,14,125,Safari,0
1733,2023-05-07,59,Basketball,29,0,92.52024820883803,53,Male,East,6,116,Chrome,1
1734,2023-03-06,63,Training,45,1,62.8544994735589,48,Male,South,16,29,Chrome,1
1735,2023-03-11,89,Training,45,0,90.23070282837509,32,Female,East,13,123,Chrome,0
1736,2023-08-26,59,Running,7,0,98.18020230395976,59,Male,West,13,97,Firefox,0
1737,2024-01-15,51,Running,48,0,132.15260093980152,35,Female,East,6,66,Safari,0
1738,2023-10-06,50,Basketball,47,0,166.06827636170746,32,Female,West,12,76,Firefox,0
1739,2023-05-15,4,Running,50,0,109.35532172510474,36,Female,South,12,35,Safari,0
1740,2023-03-05,48,Training,23,1,191.71353587781377,41,Female,East,48,10,Safari,1
1741,2023-12-12,32,Training,14,0,174.10249451617437,52,Male,North,6,119,Chrome,1
1742,2024-02-04,51,Basketball,9,0,197.72027718256177,19,Female,South,7,58,Firefox,1
1743,2023-05-07,52,Basketball,26,1,181.43045615622225,30,Male,South,42,19,Safari,0
1744,2023-11-01,99,Training,13,0,142.50889239640688,26,Female,West,10,98,Chrome,1
1745,2023-07-09,74,Basketball,37,0,139.77189317250782,52,Male,South,6,48,Safari,1
1746,2023-10-27,34,Running,19,1,69.42891901313256,19,Female,North,41,23,Safari,1
1747,2023-04-11,36,Running,28,0,158.35988733373517,33,Male,East,13,69,Firefox,1
1748,2023-02-27,70,Basketball,34,0,140.0310286389007,53,Female,East,10,107,Chrome,0
1749,2023-07-24,43,Training,40,0,126.03981550939771,19,Female,East,12,76,Chrome,1
1750,2023-07-25,16,Basketball,43,1,153.9930308835933,33,Female,West,34,16,Edge,1
1751,2023-12-29,59,Training,10,0,116.60717642569905,25,Male,North,8,69,Safari,0
1752,2023-11-20,53,Basketball,19,0,128.57894936124293,18,Male,West,10,116,Edge,0
1753,2023-11-19,19,Basketball,42,1,109.75284572048845,35,Male,East,31,17,Firefox,1
1754,2023-02-24,98,Basketball,43,1,157.60563400560346,58,Female,East,37,19,Firefox,1
1755,2023-11-13,89,Running,26,0,181.49164558218322,43,Female,North,6,93,Chrome,1
1756,2023-11-10,95,Running,7,0,176.1267408698904,22,Male,West,11,42,Edge,0
1757,2023-09-08,41,Training,33,1,167.9037908074203,38,Female,North,49,27,Edge,1
1758,2023-03-11,81,Basketball,33,1,52.06815568168264,52,Female,East,39,18,Edge,1
1759,2023-04-25,47,Running,35,0,186.7820695816189,57,Male,North,10,108,Chrome,0
1760,2023-04-13,94,Basketball,49,0,91.23135810850908,45,Male,North,6,122,Chrome,0
1761,2023-07-07,54,Training,6,0,183.19609144450638,43,Female,West,9,108,Chrome,0
1762,2023-05-16,55,Running,39,0,79.54521546340648,49,Male,West,12,54,Firefox,1
1763,2023-12-18,95,Training,49,1,115.94686271371059,38,Female,North,33,29,Firefox,1
1764,2023-02-20,19,Running,13,0,162.40981914903705,21,Female,South,9,72,Safari,0
1765,2023-05-02,62,Basketball,26,0,146.04184179157588,59,Female,South,7,84,Chrome,0
1766,2023-03-11,99,Training,23,0,112.38829070441449,58,Male,West,7,102,Safari,0
1767,2023-08-05,93,Running,41,1,151.79357851104174,53,Female,East,34,5,Edge,0
1768,2023-04-03,59,Running,14,1,132.34242650699593,41,Male,East,16,11,Firefox,1
1769,2023-08-30,65,Basketball,50,0,91.36044599532984,50,Male,West,11,116,Chrome,0
1770,2024-01-27,68,Training,25,0,146.94941682457096,22,Male,West,8,58,Firefox,0
1771,2023-08-12,28,Training,21,0,80.6370629516785,20,Female,North,5,123,Chrome,0
1772,2023-03-08,18,Training,7,0,154.0982426388748,28,Male,East,8,118,Chrome,0
1773,2023-12-25,26,Basketball,11,0,50.46663164348642,49,Female,South,13,113,Chrome,0
1774,2023-03-30,19,Running,45,0,132.31587706426546,39,Female,West,12,64,Edge,0
1775,2023-02-27,55,Running,41,0,110.16014413342114,28,Male,West,10,30,Firefox,0
1776,2023-07-15,57,Training,40,0,95.4655660702921,55,Male,East,10,75,Safari,1
1777,2023-09-22,6,Running,7,1,127.35619508519562,39,Male,East,26,12,Firefox,0
1778,2023-09-06,1,Training,17,1,146.79674488038322,21,Female,South,17,15,Edge,1
1779,2023-11-12,8,Basketball,45,0,194.79683993201974,56,Female,West,13,118,Chrome,1
1780,2023-10-06,97,Basketball,34,0,174.95967348321466,20,Male,South,12,48,Edge,1
1781,2024-01-18,51,Basketball,27,0,157.5724824625716,27,Female,North,8,48,Edge,1
1782,2023-09-28,85,Training,11,0,121.84503675187196,54,Male,North,11,62,Safari,1
1783,2023-02-21,88,Running,34,0,108.82161794965313,36,Female,West,13,82,Safari,1
1784,2023-07-28,25,Basketball,33,0,54.879448187899584,35,Female,North,9,116,Firefox,1
1785,2023-12-28,47,Training,12,1,103.86453545885723,45,Male,East,26,14,Edge,1
1786,2023-09-14,55,Training,14,0,177.25657080089246,48,Male,East,6,81,Chrome,1
1787,2023-06-09,64,Basketball,37,0,107.6036872964435,34,Female,East,12,128,Edge,1
1788,2024-01-22,83,Basketball,24,0,119.23774985932197,41,Female,South,12,121,Chrome,1
1789,2023-04-25,93,Basketball,33,1,90.7751636037357,18,Male,East,33,7,Chrome,1
1790,2023-04-17,10,Running,33,1,91.119913822005,22,Female,South,50,17,Safari,1
1791,2023-09-05,56,Running,25,0,59.28076413376226,49,Male,West,6,96,Firefox,0
1792,2023-09-09,12,Training,5,0,142.07058884297012,34,Male,West,14,73,Safari,0
1793,2023-04-25,33,Basketball,38,0,117.21041045680195,38,Female,East,12,41,Safari,0
1794,2023-11-16,71,Basketball,48,0,140.8941211236192,58,Male,East,8,101,Chrome,0
1795,2023-11-13,17,Running,36,0,132.03303500432793,39,Male,West,13,63,Firefox,1
1796,2023-12-29,61,Basketball,49,0,169.8266880945762,56,Male,South,14,99,Chrome,0
1797,2024-01-16,10,Training,18,0,162.6517868467209,56,Male,South,10,76,Firefox,1
1798,2023-05-18,31,Basketball,41,0,165.71807797068192,51,Male,South,14,95,Chrome,0
1799,2023-07-28,60,Running,39,1,124.88585104125133,31,Male,North,44,22,Firefox,1
1800,2023-03-16,70,Training,28,0,103.08220270308958,33,Female,North,7,104,Chrome,0
1801,2023-02-23,17,Training,5,1,190.0154885799429,22,Male,East,20,28,Firefox,0
1802,2023-12-10,50,Basketball,50,0,58.140466057483096,35,Male,East,6,42,Edge,0
1803,2023-09-17,37,Training,10,0,72.89319617753455,21,Male,West,7,72,Safari,0
1804,2023-11-28,82,Basketball,8,1,112.93986382649595,45,Female,East,29,28,Safari,1
1805,2023-05-25,62,Basketball,42,0,142.09364788520168,44,Male,West,12,41,Firefox,1
1806,2023-11-06,90,Running,5,0,51.23005622100825,23,Female,North,8,52,Firefox,1
1807,2023-09-14,80,Training,45,0,157.8984228966713,28,Male,East,7,111,Chrome,0
1808,2023-08-10,72,Basketball,35,0,133.8089814184872,38,Male,South,11,118,Chrome,1
1809,2023-05-11,88,Basketball,40,0,122.70541380153878,34,Female,West,7,122,Chrome,0
1810,2023-03-25,77,Basketball,13,1,113.52425582418023,48,Male,South,49,7,Safari,0
1811,2023-04-29,29,Training,45,0,127.92305476109368,51,Male,North,8,49,Edge,0
1812,2023-03-30,32,Training,49,1,74.26786017226215,30,Female,South,27,7,Firefox,1
1813,2023-07-22,88,Training,27,0,66.30676089154738,40,Male,South,6,112,Chrome,0
1814,2023-05-03,80,Basketball,35,0,93.44562181277576,18,Male,East,12,129,Chrome,0
1815,2023-12-19,11,Training,33,0,156.4257187977987,21,Male,South,12,107,Chrome,0
1816,2023-05-09,96,Basketball,25,1,138.24318257532445,47,Male,South,34,20,Edge,0
1817,2023-05-15,6,Training,7,1,122.0184526428519,48,Female,North,19,28,Safari,1
1818,2023-07-10,35,Training,30,0,135.72814488439406,33,Male,South,6,72,Firefox,0
1819,2023-07-23,33,Basketball,10,1,133.88870195590147,20,Male,West,35,20,Firefox,1
1820,2023-09-02,18,Training,24,0,96.05628882348881,29,Male,South,13,82,Chrome,0
1821,2023-10-12,37,Basketball,50,1,64.61839208670888,29,Female,West,22,11,Firefox,1
1822,2024-01-31,13,Training,17,0,184.5173552994576,28,Female,East,5,101,Edge,0
1823,2023-02-14,74,Training,45,0,139.9866893935872,33,Male,West,9,95,Safari,1
1824,2023-09-25,90,Training,27,0,154.66219995212776,46,Male,West,7,115,Edge,0
1825,2023-11-28,81,Training,19,1,119.59958365504326,38,Female,East,29,13,Safari,1
1826,2023-10-03,64,Running,50,0,163.4720869964844,59,Male,East,12,99,Edge,1
1827,2023-04-30,1,Basketball,35,0,137.67458959680008,22,Male,North,13,34,Firefox,0
1828,2023-06-08,63,Running,8,1,58.07016831457854,30,Male,West,21,15,Safari,1
1829,2023-07-16,89,Training,15,0,183.51455530905366,34,Male,East,14,59,Chrome,0
1830,2023-05-26,34,Training,6,0,95.83042201818303,29,Female,South,7,125,Firefox,1
1831,2023-08-25,10,Basketball,20,1,70.68361661320031,34,Female,North,17,14,Firefox,1
1832,2023-07-28,84,Basketball,35,1,63.20615115564737,18,Female,South,46,18,Edge,0
1833,2024-02-06,7,Basketball,43,0,158.06604707631664,25,Female,South,10,55,Firefox,0
1834,2023-05-13,56,Basketball,47,0,155.59525502065395,33,Male,East,12,105,Chrome,0
1835,2023-08-05,80,Training,48,0,155.0243187219906,32,Male,North,14,63,Firefox,1
1836,2023-06-14,37,Basketball,8,1,187.3629159022349,36,Female,North,46,13,Firefox,1
1837,2023-07-05,29,Running,32,0,102.34145329964772,42,Female,East,11,101,Chrome,0
1838,2023-05-29,12,Basketball,20,0,134.1699584538385,48,Male,West,5,51,Safari,0
1839,2023-12-14,17,Basketball,43,0,142.9243374491524,59,Male,North,5,76,Safari,0
1840,2024-02-07,48,Running,29,0,196.92227428496938,19,Male,South,10,88,Chrome,1
1841,2023-12-26,84,Running,17,0,96.85192155778877,42,Male,West,13,102,Chrome,1
1842,2023-06-15,26,Running,9,1,193.44967998559108,48,Male,North,17,28,Safari,0
1843,2023-02-21,83,Running,34,0,72.3101499623572,21,Female,South,5,105,Edge,0
1844,2023-11-01,12,Basketball,5,1,164.6002184041763,21,Male,North,39,13,Firefox,1
1845,2023-04-26,21,Running,9,0,144.93288500306193,29,Male,North,9,82,Chrome,1
1846,2024-02-06,42,Training,18,0,172.53440559079812,34,Female,East,6,75,Edge,0
1847,2023-09-23,61,Basketball,15,0,54.302836045977074,38,Male,East,11,84,Chrome,1
1848,2023-03-25,58,Training,38,1,61.71965644085837,46,Male,West,43,21,Firefox,1
1849,2023-09-04,54,Basketball,33,0,60.45436693537188,39,Male,North,8,46,Firefox,1
1850,2023-11-03,34,Basketball,22,0,138.94391832459317,53,Female,West,8,69,Safari,0
1851,2024-01-06,7,Training,19,1,140.44041013633068,57,Male,South,28,7,Firefox,1
1852,2023-08-09,35,Running,50,0,185.91573340324643,33,Male,East,10,60,Firefox,0
1853,2024-01-26,15,Running,29,1,120.14052717776674,32,Male,East,15,25,Safari,0
1854,2023-12-27,65,Training,34,1,60.20735825074459,47,Male,West,26,18,Firefox,0
1855,2023-05-07,90,Running,49,0,81.42941024337732,28,Female,West,13,130,Edge,0
1856,2023-12-27,99,Basketball,6,0,51.21096422267644,30,Male,East,7,48,Firefox,0
1857,2023-06-03,25,Basketball,44,0,166.50717876926075,40,Male,West,11,82,Chrome,0
1858,2023-10-21,59,Basketball,31,0,172.33991553211618,57,Male,North,8,71,Edge,0
1859,2023-02-19,79,Running,19,0,199.6910624426204,58,Male,South,14,129,Chrome,0
1860,2023-05-07,86,Running,36,0,111.82916735796414,51,Female,West,8,32,Safari,0
1861,2023-09-08,6,Training,24,0,52.894756310238876,37,Female,South,5,117,Safari,1
1862,2023-12-23,52,Basketball,18,0,85.20948222355582,19,Male,North,9,65,Safari,1
1863,2023-03-06,79,Training,31,0,138.16533014949437,25,Male,South,10,119,Firefox,0
1864,2023-02-15,88,Running,7,0,194.29144505791047,35,Female,East,9,113,Chrome,0
1865,2023-06-19,21,Training,7,1,65.53678272061914,24,Female,South,25,17,Firefox,0
1866,2023-12-06,71,Running,17,0,68.23595302411141,48,Male,West,7,88,Chrome,1
1867,2023-08-19,93,Basketball,29,1,155.26384779184144,39,Female,West,50,18,Firefox,1
1868,2024-02-09,96,Basketball,22,0,150.0810582532324,45,Male,East,9,37,Safari,1
1869,2023-02-26,32,Running,5,1,87.57595329677497,42,Female,East,39,23,Edge,0
1870,2023-02-24,53,Running,43,0,171.97171865217786,18,Male,North,14,66,Edge,1
1871,2023-05-10,59,Running,9,0,69.31681332161948,49,Female,East,10,130,Safari,1
1872,2023-02-24,69,Basketball,6,0,188.86127671651397,42,Male,South,9,104,Firefox,0
1873,2023-03-09,62,Running,34,1,80.15478954986321,33,Male,South,39,28,Safari,1
1874,2023-12-10,4,Basketball,21,0,62.20285590845075,46,Female,South,5,66,Firefox,0
1875,2023-10-13,86,Training,33,0,100.92831297107819,59,Female,South,14,61,Firefox,0
1876,2023-06-14,18,Basketball,46,0,78.17619328018174,41,Female,South,10,62,Firefox,1
